Order ID,Order Date,Year,Month,Day,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit  Price,Total Sales,Profit %,Profit Amount,Payment Mode
11148,09-03-2024,2024,3,9,Renee Wali,North,Lucknow,Sports,Cricket Bat,Cricket Bat Et,1,7455,7455,5%,372.75,UPI
11384,09-03-2024,2024,3,9,Darshit Kamdar,East,Patna,Home Decor,Lamp,Lamp Culpa,4,7036,28144,15%,4221.6,Debit Card
12811,09-03-2024,2024,3,9,Aayush Setty,East,Kolkata,Toys,Board Game,Board Game Non,4,5706,22824,15%,3423.6,Net Banking
13463,09-03-2024,2024,3,9,Jayan Gandhi,South,Hyderabad,Groceries,Rice,Rice Nam,2,2145,4290,5%,214.5,Net Banking
13490,09-03-2024,2024,3,9,Reyansh Barad,East,Ranchi,Books,Biography,Biography Dolores,4,7582,30328,20%,6065.6,UPI
10623,10-03-2024,2024,3,10,Zaina Chanda,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Excepturi,2,7747,15494,10%,1549.4,Net Banking
10829,10-03-2024,2024,3,10,Zaina Dass,East,Ranchi,Clothing,Accessories,Accessories Aliquid,1,9210,9210,5%,460.5,Net Banking
11008,10-03-2024,2024,3,10,Shanaya Gill,West,Ahmedabad,Toys,Doll,Doll Voluptatem,3,7908,23724,15%,3558.6,Net Banking
12270,10-03-2024,2024,3,10,Shalv Bava,East,Guwahati,Furniture,Bed,Bed Quaerat,4,7811,31244,20%,6248.8,UPI
12781,10-03-2024,2024,3,10,Eshani Thaman,East,Ranchi,Clothing,Shoes,Shoes Ipsam,1,8237,8237,5%,411.85,Net Banking
13223,10-03-2024,2024,3,10,Jayesh Ratti,South,Thiruvananthapuram,Kitchen,Juicer,Juicer Doloremque,4,8856,35424,20%,7084.8,UPI
14442,10-03-2024,2024,3,10,Adira Dutta,South,Bangalore,Toys,Doll,Doll Veniam,5,8253,41265,20%,8253,Net Banking
11073,11-03-2024,2024,3,11,Jivika Wali,West,Mumbai,Furniture,Cabinet,Cabinet Neque,5,8575,42875,20%,8575,Debit Card
11206,11-03-2024,2024,3,11,Aaina Chandran,East,Bhubaneswar,Electronics,Headphones,Headphones A,3,7453,22359,15%,3353.85,UPI
11908,11-03-2024,2024,3,11,Adah Basak,North,Lucknow,Books,Non-Fiction,Non-Fiction Quo,3,8129,24387,15%,3658.05,Debit Card
12115,11-03-2024,2024,3,11,Kanav Badal,West,Surat,Books,Non-Fiction,Non-Fiction At,2,8493,16986,10%,1698.6,Net Banking
12832,11-03-2024,2024,3,11,Oorja Sur,South,Bangalore,Beauty,Face Cream,Face Cream Tenetur,1,9622,9622,5%,481.1,COD
14773,11-03-2024,2024,3,11,Aarna Borde,West,Pune,Toys,RC Car,RC Car Dicta,5,7439,37195,20%,7439,Net Banking
10957,12-03-2024,2024,3,12,Anahi Upadhyay,North,Lucknow,Books,Fiction,Fiction Quisquam,3,9317,27951,15%,4192.65,Credit Card
11028,12-03-2024,2024,3,12,Prisha Gopal,South,Chennai,Electronics,Mobile,Mobile Fugiat,3,9967,29901,15%,4485.15,UPI
12373,12-03-2024,2024,3,12,Samaira Buch,East,Ranchi,Home Decor,Vase,Vase Perferendis,5,9818,49090,20%,9818,Credit Card
12754,12-03-2024,2024,3,12,Nirvi Dube,West,Mumbai,Sports,Cricket Bat,Cricket Bat Sed,2,8262,16524,10%,1652.4,COD
11084,13-03-2024,2024,3,13,Dhanush Samra,West,Mumbai,Electronics,Laptop,Laptop Quasi,2,8319,16638,10%,1663.8,COD
12374,13-03-2024,2024,3,13,Shlok Singhal,East,Guwahati,Books,Non-Fiction,Non-Fiction Deserunt,1,9538,9538,5%,476.9,Net Banking
12777,13-03-2024,2024,3,13,Hiran Agrawal,East,Ranchi,Electronics,Headphones,Headphones Quo,1,8529,8529,5%,426.45,Credit Card
13091,13-03-2024,2024,3,13,Madhav Kashyap,West,Mumbai,Groceries,Rice,Rice Similique,4,7998,31992,20%,6398.4,COD
13423,13-03-2024,2024,3,13,Kismat Bandi,South,Bangalore,Toys,Puzzle,Puzzle Veritatis,3,7932,23796,15%,3569.4,COD
13824,13-03-2024,2024,3,13,Sara Raval,East,Ranchi,Furniture,Bed,Bed Tempora,1,8941,8941,5%,447.05,Debit Card
13858,13-03-2024,2024,3,13,Anay Comar,East,Bhubaneswar,Beauty,Lipstick,Lipstick Quod,1,8998,8998,5%,449.9,Net Banking
14406,13-03-2024,2024,3,13,Nitya Dora,East,Patna,Electronics,Headphones,Headphones Laboriosam,2,603,1206,5%,60.3,COD
14443,13-03-2024,2024,3,13,Raghav Wali,East,Kolkata,Sports,Dumbbells,Dumbbells Unde,3,7508,22524,15%,3378.6,Credit Card
14694,13-03-2024,2024,3,13,Lavanya Buch,West,Surat,Furniture,Bed,Bed Hic,4,8277,33108,20%,6621.6,Debit Card
10074,14-03-2024,2024,3,14,Vritika Gade,West,Pune,Toys,Puzzle,Puzzle Nesciunt,5,7000,35000,20%,7000,Credit Card
10413,14-03-2024,2024,3,14,Vihaan Majumdar,South,Chennai,Kitchen,Cookware Set,Cookware Set Accusantium,3,7464,22392,15%,3358.8,Net Banking
10635,14-03-2024,2024,3,14,Nishith Kara,South,Thiruvananthapuram,Books,Non-Fiction,Non-Fiction Reprehenderit,5,9083,45415,20%,9083,COD
11113,14-03-2024,2024,3,14,Baiju Kalla,East,Ranchi,Clothing,Shoes,Shoes Quod,4,2411,9644,5%,482.2,UPI
11661,14-03-2024,2024,3,14,Faiyaz Garde,East,Patna,Groceries,Oil,Oil Corporis,5,9018,45090,20%,9018,Net Banking
11863,14-03-2024,2024,3,14,Vritika Bhalla,East,Bhubaneswar,Toys,Board Game,Board Game Accusantium,3,7329,21987,15%,3298.05,Credit Card
12148,14-03-2024,2024,3,14,Vanya Bir,North,Amritsar,Clothing,Accessories,Accessories Eaque,4,7028,28112,15%,4216.8,UPI
11047,15-03-2024,2024,3,15,Parinaaz Datta,West,Ahmedabad,Home Decor,Vase,Vase Ea,5,9566,47830,20%,9566,Net Banking
11427,15-03-2024,2024,3,15,Azad Kota,West,Ahmedabad,Electronics,Headphones,Headphones Laudantium,4,9287,37148,20%,7429.6,Net Banking
12136,15-03-2024,2024,3,15,Adira Chacko,East,Ranchi,Kitchen,Juicer,Juicer Dignissimos,3,9810,29430,15%,4414.5,Debit Card
12234,15-03-2024,2024,3,15,Priyansh Badal,South,Hyderabad,Electronics,Laptop,Laptop Eligendi,3,2713,8139,5%,406.95,Debit Card
12585,15-03-2024,2024,3,15,Rohan Walia,West,Pune,Clothing,Men's Wear,Men's Wear Mollitia,2,7947,15894,10%,1589.4,Net Banking
13718,15-03-2024,2024,3,15,Zeeshan Mandal,East,Bhubaneswar,Groceries,Rice,Rice Velit,2,9970,19940,10%,1994,UPI
10022,16-03-2024,2024,3,16,Kashvi Ratti,North,Lucknow,Groceries,Wheat,Wheat Natus,5,7977,39885,20%,7977,Credit Card
10211,16-03-2024,2024,3,16,Kimaya Mallick,West,Mumbai,Groceries,Spices,Spices Incidunt,5,7182,35910,20%,7182,Credit Card
11637,16-03-2024,2024,3,16,Advik Jha,West,Ahmedabad,Sports,Football,Football Esse,5,8297,41485,20%,8297,Credit Card
11766,16-03-2024,2024,3,16,Hansh Randhawa,West,Ahmedabad,Furniture,Sofa,Sofa Animi,5,9774,48870,20%,9774,COD
11950,16-03-2024,2024,3,16,Mamooty Bhat,North,Jaipur,Beauty,Lipstick,Lipstick Aut,4,7648,30592,20%,6118.4,Net Banking
12536,16-03-2024,2024,3,16,Fateh Edwin,West,Mumbai,Books,Non-Fiction,Non-Fiction Quas,3,8170,24510,15%,3676.5,Credit Card
12991,16-03-2024,2024,3,16,Rania Bal,North,Delhi,Furniture,Table,Table Delectus,1,317,317,5%,15.85,COD
13060,16-03-2024,2024,3,16,Jiya Chaudhary,East,Patna,Books,Textbook,Textbook Commodi,1,8952,8952,5%,447.6,Net Banking
14394,16-03-2024,2024,3,16,Jivin Chanda,East,Kolkata,Home Decor,Wall Art,Wall Art Porro,5,8173,40865,20%,8173,COD
11536,17-03-2024,2024,3,17,Anahi Dixit,West,Surat,Groceries,Wheat,Wheat Nulla,5,7448,37240,20%,7448,Debit Card
11808,17-03-2024,2024,3,17,Samaira Vaidya,North,Jaipur,Furniture,Sofa,Sofa Ea,5,7528,37640,20%,7528,Debit Card
13043,17-03-2024,2024,3,17,Shaan Sunder,West,Surat,Groceries,Rice,Rice Id,1,7377,7377,5%,368.85,UPI
13114,17-03-2024,2024,3,17,Dharmajan Kapadia,North,Lucknow,Electronics,Mobile,Mobile Deserunt,4,7011,28044,15%,4206.6,UPI
10323,18-03-2024,2024,3,18,Mamooty Jhaveri,West,Pune,Kitchen,Refrigerator,Refrigerator Unde,2,2233,4466,5%,223.3,COD
10629,18-03-2024,2024,3,18,Indranil Kakar,North,Lucknow,Furniture,Bed,Bed Sapiente,1,7480,7480,5%,374,UPI
11397,18-03-2024,2024,3,18,Krish Gole,South,Bangalore,Sports,Cricket Bat,Cricket Bat Blanditiis,2,8346,16692,10%,1669.2,COD
12297,18-03-2024,2024,3,18,Saira Comar,West,Surat,Kitchen,Juicer,Juicer Nemo,5,8383,41915,20%,8383,COD
12584,18-03-2024,2024,3,18,Ayesha Wable,West,Ahmedabad,Clothing,Women's Wear,Women's Wear Tenetur,1,8787,8787,5%,439.35,Credit Card
11554,19-03-2024,2024,3,19,Lagan Sidhu,North,Amritsar,Kitchen,Cookware Set,Cookware Set Optio,1,7524,7524,5%,376.2,Debit Card
11993,19-03-2024,2024,3,19,Vardaniya Bhalla,West,Mumbai,Groceries,Spices,Spices Vero,3,7137,21411,15%,3211.65,Net Banking
14704,19-03-2024,2024,3,19,Yasmin Samra,South,Chennai,Kitchen,Refrigerator,Refrigerator Architecto,5,8915,44575,20%,8915,UPI
11280,20-03-2024,2024,3,20,Inaaya  Mannan,North,Lucknow,Sports,Cricket Bat,Cricket Bat Ullam,4,9427,37708,20%,7541.6,Debit Card
11779,20-03-2024,2024,3,20,Nehmat Jhaveri,West,Pune,Clothing,Kids Wear,Kids Wear Vel,2,9330,18660,10%,1866,UPI
12345,20-03-2024,2024,3,20,Mahika Zacharia,South,Thiruvananthapuram,Kitchen,Mixer Grinder,Mixer Grinder Impedit,3,7173,21519,15%,3227.85,Debit Card
14742,20-03-2024,2024,3,20,Kabir Sundaram,West,Surat,Toys,RC Car,RC Car Nihil,3,7323,21969,15%,3295.35,Net Banking
10169,21-03-2024,2024,3,21,Yasmin Kamdar,South,Bangalore,Groceries,Wheat,Wheat Beatae,3,9391,28173,15%,4225.95,COD
10535,21-03-2024,2024,3,21,Miraya Aurora,North,Amritsar,Clothing,Shoes,Shoes Autem,5,8881,44405,20%,8881,Net Banking
11322,21-03-2024,2024,3,21,Heer Cheema,West,Mumbai,Toys,Doll,Doll Sit,1,8967,8967,5%,448.35,Credit Card
11848,21-03-2024,2024,3,21,Zoya Reddy,North,Chandigarh,Beauty,Lipstick,Lipstick Iure,2,6535,13070,10%,1307,UPI
13129,21-03-2024,2024,3,21,Kabir Golla,North,Chandigarh,Sports,Dumbbells,Dumbbells Odio,2,9536,19072,10%,1907.2,UPI
13567,21-03-2024,2024,3,21,Hiran Soman,South,Bangalore,Groceries,Rice,Rice Ullam,5,9940,49700,20%,9940,Credit Card
13852,21-03-2024,2024,3,21,Vivaan Kala,West,Pune,Furniture,Cabinet,Cabinet Dolores,5,9288,46440,20%,9288,COD
10468,22-03-2024,2024,3,22,Urvi Vora,North,Chandigarh,Electronics,Laptop,Laptop Magni,3,9386,28158,15%,4223.7,Net Banking
10526,22-03-2024,2024,3,22,Raghav Sachdeva,North,Jaipur,Sports,Football,Football Deleniti,4,8094,32376,20%,6475.2,COD
10836,22-03-2024,2024,3,22,Tarini Ravi,East,Ranchi,Furniture,Table,Table Eaque,5,9206,46030,20%,9206,Net Banking
11295,22-03-2024,2024,3,22,Nitya Chatterjee,South,Coimbatore,Home Decor,Cushion,Cushion Deserunt,1,9152,9152,5%,457.6,Debit Card
11459,22-03-2024,2024,3,22,Shanaya Bains,North,Delhi,Home Decor,Cushion,Cushion Deserunt,5,9152,45760,20%,9152,COD
11564,22-03-2024,2024,3,22,Tara Sanghvi,West,Surat,Beauty,Lipstick,Lipstick Quos,2,8912,17824,10%,1782.4,COD
12144,22-03-2024,2024,3,22,Chirag Char,North,Chandigarh,Toys,Action Figure,Action Figure Accusantium,5,8754,43770,20%,8754,COD
12209,22-03-2024,2024,3,22,Manjari Agarwal,South,Bangalore,Beauty,Face Cream,Face Cream Libero,1,9498,9498,5%,474.9,COD
13985,22-03-2024,2024,3,22,Aaina Sagar,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Aperiam,1,8711,8711,5%,435.55,Credit Card
10333,23-03-2024,2024,3,23,Indrajit Kaul,North,Jaipur,Books,Fiction,Fiction Sunt,5,7647,38235,20%,7647,COD
14982,23-03-2024,2024,3,23,Ishita Subramaniam,North,Amritsar,Groceries,Wheat,Wheat Adipisci,2,9391,18782,10%,1878.2,COD
10136,24-03-2024,2024,3,24,Ivan Sarna,West,Mumbai,Toys,Doll,Doll Adipisci,3,9791,29373,15%,4405.95,Debit Card
11183,24-03-2024,2024,3,24,Divij Mallick,North,Lucknow,Kitchen,Mixer Grinder,Mixer Grinder Ullam,3,8598,25794,15%,3869.1,Credit Card
11372,24-03-2024,2024,3,24,Mannat Barad,South,Chennai,Electronics,Headphones,Headphones Aliquam,4,9027,36108,20%,7221.6,COD
12269,24-03-2024,2024,3,24,Samaira Krishnan,West,Goa,Sports,Tennis Racket,Tennis Racket Repellat,5,9400,47000,20%,9400,COD
12740,24-03-2024,2024,3,24,Dhanush Toor,South,Chennai,Beauty,Shampoo,Shampoo Eaque,2,8799,17598,10%,1759.8,Net Banking
13564,24-03-2024,2024,3,24,Adira Dayal,West,Surat,Kitchen,Microwave,Microwave Nihil,5,8607,43035,20%,8607,COD
10741,25-03-2024,2024,3,25,Onkar Desai,East,Patna,Sports,Yoga Mat,Yoga Mat Architecto,1,9304,9304,5%,465.2,Debit Card
10819,25-03-2024,2024,3,25,Shayak Ramesh,East,Bhubaneswar,Groceries,Sugar,Sugar Officia,3,7334,22002,15%,3300.3,Credit Card
10910,25-03-2024,2024,3,25,Riya Ghose,North,Lucknow,Electronics,Camera,Camera Repellendus,5,7991,39955,20%,7991,UPI
13754,25-03-2024,2024,3,25,Madhav Malhotra,East,Patna,Kitchen,Mixer Grinder,Mixer Grinder Sequi,4,7635,30540,20%,6108,Debit Card
13877,25-03-2024,2024,3,25,Tanya Mander,West,Goa,Furniture,Chair,Chair Dicta,1,9520,9520,5%,476,COD
14206,25-03-2024,2024,3,25,Prisha Bassi,West,Mumbai,Furniture,Bed,Bed Magnam,4,9170,36680,20%,7336,COD
14756,25-03-2024,2024,3,25,Kismat Buch,North,Lucknow,Groceries,Wheat,Wheat Sint,2,9871,19742,10%,1974.2,UPI
10306,26-03-2024,2024,3,26,Shalv Ahluwalia,North,Lucknow,Toys,RC Car,RC Car Nobis,5,8497,42485,20%,8497,Net Banking
11107,26-03-2024,2024,3,26,Miraan Iyer,South,Thiruvananthapuram,Groceries,Sugar,Sugar Ipsum,2,7390,14780,10%,1478,UPI
11498,26-03-2024,2024,3,26,Misha Sem,South,Chennai,Groceries,Wheat,Wheat Debitis,2,8634,17268,10%,1726.8,Debit Card
11558,26-03-2024,2024,3,26,Lakshay Kurian,North,Jaipur,Electronics,Mobile,Mobile Maxime,4,8125,32500,20%,6500,Net Banking
12065,26-03-2024,2024,3,26,Shamik Acharya,North,Lucknow,Home Decor,Cushion,Cushion Iste,1,8768,8768,5%,438.4,Credit Card
13474,26-03-2024,2024,3,26,Neysa Magar,West,Mumbai,Electronics,Camera,Camera Commodi,2,9140,18280,10%,1828,Credit Card
13827,26-03-2024,2024,3,26,Vivaan Setty,East,Patna,Furniture,Sofa,Sofa Delectus,3,8736,26208,15%,3931.2,UPI
14154,26-03-2024,2024,3,26,Anika Bumb,South,Chennai,Groceries,Sugar,Sugar Vero,3,9232,27696,15%,4154.4,COD
11994,27-03-2024,2024,3,27,Diya Dhillon,East,Bhubaneswar,Kitchen,Mixer Grinder,Mixer Grinder Minus,1,7036,7036,5%,351.8,Credit Card
12500,27-03-2024,2024,3,27,Lagan Som,North,Chandigarh,Clothing,Kids Wear,Kids Wear Voluptatem,1,9907,9907,5%,495.35,UPI
13136,27-03-2024,2024,3,27,Seher Din,East,Guwahati,Toys,Puzzle,Puzzle Dolore,2,8605,17210,10%,1721,Debit Card
14202,27-03-2024,2024,3,27,Kashvi Garde,South,Coimbatore,Home Decor,Lamp,Lamp Accusantium,4,7479,29916,15%,4487.4,Credit Card
10257,28-03-2024,2024,3,28,Gatik Comar,West,Pune,Groceries,Spices,Spices Reiciendis,3,8322,24966,15%,3744.9,Net Banking
12783,28-03-2024,2024,3,28,Zeeshan Dhar,East,Guwahati,Clothing,Kids Wear,Kids Wear Nostrum,3,9766,29298,15%,4394.7,Net Banking
10087,29-03-2024,2024,3,29,Saira Trivedi,West,Goa,Groceries,Oil,Oil Modi,3,9254,27762,15%,4164.3,Debit Card
10811,29-03-2024,2024,3,29,Adah Kibe,West,Surat,Electronics,Smartwatch,Smartwatch Veniam,2,7015,14030,10%,1403,UPI
11452,29-03-2024,2024,3,29,Manjari Ahuja,North,Delhi,Clothing,Kids Wear,Kids Wear Impedit,3,7862,23586,15%,3537.9,Debit Card
12174,29-03-2024,2024,3,29,Alia Ray,North,Chandigarh,Electronics,Camera,Camera Debitis,4,7162,28648,15%,4297.2,Net Banking
12717,29-03-2024,2024,3,29,Biju Chandra,North,Chandigarh,Beauty,Foundation,Foundation Ipsa,1,7935,7935,5%,396.75,Net Banking
12751,29-03-2024,2024,3,29,Kashvi Tata,South,Chennai,Home Decor,Lamp,Lamp Unde,5,3048,15240,10%,1524,Net Banking
12995,29-03-2024,2024,3,29,Bhamini Chatterjee,East,Patna,Books,Textbook,Textbook Molestiae,5,8771,43855,20%,8771,Credit Card
13686,29-03-2024,2024,3,29,Faiyaz Borah,South,Bangalore,Toys,Doll,Doll Illum,4,7405,29620,15%,4443,Debit Card
14109,29-03-2024,2024,3,29,Vardaniya Vora,West,Surat,Beauty,Lipstick,Lipstick Atque,1,9146,9146,5%,457.3,Net Banking
10289,30-03-2024,2024,3,30,Sahil Saxena,North,Jaipur,Electronics,Camera,Camera Quasi,4,9538,38152,20%,7630.4,Debit Card
11091,30-03-2024,2024,3,30,Vanya Mallick,West,Mumbai,Groceries,Spices,Spices Temporibus,4,8699,34796,20%,6959.2,Net Banking
11630,30-03-2024,2024,3,30,Hiran Rama,North,Jaipur,Beauty,Foundation,Foundation Assumenda,1,9761,9761,5%,488.05,COD
11693,30-03-2024,2024,3,30,Purab Dixit,North,Chandigarh,Home Decor,Clock,Clock Maiores,3,7807,23421,15%,3513.15,COD
12185,30-03-2024,2024,3,30,Aarav Randhawa,West,Ahmedabad,Sports,Yoga Mat,Yoga Mat Cupiditate,5,7994,39970,20%,7994,UPI
12289,30-03-2024,2024,3,30,Mohanlal Ratti,North,Chandigarh,Electronics,Smartwatch,Smartwatch Harum,1,9000,9000,5%,450,COD
14265,30-03-2024,2024,3,30,Ayesha Bhasin,East,Ranchi,Books,Textbook,Textbook Deleniti,4,7330,29320,15%,4398,COD
14904,30-03-2024,2024,3,30,Vihaan Barad,East,Bhubaneswar,Clothing,Accessories,Accessories Autem,4,9154,36616,20%,7323.2,Net Banking
10246,31-03-2024,2024,3,31,Zain Sen,South,Bangalore,Clothing,Men's Wear,Men's Wear Ex,5,8191,40955,20%,8191,COD
11566,31-03-2024,2024,3,31,Yashvi Dewan,North,Amritsar,Beauty,Foundation,Foundation Dolorem,5,8634,43170,20%,8634,UPI
12168,31-03-2024,2024,3,31,Ishita Vyas,North,Delhi,Clothing,Accessories,Accessories Quasi,5,9890,49450,20%,9890,Debit Card
13408,31-03-2024,2024,3,31,Damini Bir,South,Hyderabad,Clothing,Men's Wear,Men's Wear Iusto,5,9557,47785,20%,9557,COD
12291,01-04-2024,2024,4,1,Dhruv Deo,East,Patna,Electronics,Headphones,Headphones Numquam,4,9319,37276,20%,7455.2,COD
13325,01-04-2024,2024,4,1,Nitya Bajwa,East,Kolkata,Clothing,Women's Wear,Women's Wear Temporibus,1,9466,9466,5%,473.3,Net Banking
13932,01-04-2024,2024,4,1,Divit Hora,East,Kolkata,Books,Fiction,Fiction Fugiat,2,9824,19648,10%,1964.8,COD
14461,01-04-2024,2024,4,1,Ehsaan Bhattacharyya,West,Mumbai,Books,Comics,Comics Placeat,2,7807,15614,10%,1561.4,Credit Card
10144,02-04-2024,2024,4,2,Divij Dara,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Asperiores,2,2456,4912,5%,245.6,COD
10792,02-04-2024,2024,4,2,Anay Rau,East,Bhubaneswar,Books,Biography,Biography Tenetur,2,7227,14454,10%,1445.4,Credit Card
11955,02-04-2024,2024,4,2,Hiran Gole,East,Patna,Furniture,Bed,Bed Alias,2,2899,5798,5%,289.9,Debit Card
12346,02-04-2024,2024,4,2,Manikya Shukla,West,Surat,Books,Fiction,Fiction Tempora,3,6745,20235,15%,3035.25,COD
12656,02-04-2024,2024,4,2,Indranil Raj,North,Delhi,Sports,Dumbbells,Dumbbells Odio,3,9536,28608,15%,4291.2,COD
12891,02-04-2024,2024,4,2,Madhav Kota,East,Guwahati,Beauty,Shampoo,Shampoo Quam,5,8960,44800,20%,8960,UPI
12993,02-04-2024,2024,4,2,Yashvi Khurana,North,Lucknow,Clothing,Men's Wear,Men's Wear Quidem,2,7884,15768,10%,1576.8,Credit Card
13001,02-04-2024,2024,4,2,Jayan Toor,East,Kolkata,Electronics,Laptop,Laptop Ab,1,9976,9976,5%,498.8,UPI
13088,02-04-2024,2024,4,2,Charvi Ganesh,North,Delhi,Kitchen,Cookware Set,Cookware Set Esse,1,8695,8695,5%,434.75,UPI
13468,02-04-2024,2024,4,2,Aniruddh Rastogi,East,Patna,Beauty,Shampoo,Shampoo Laboriosam,2,8563,17126,10%,1712.6,UPI
14065,02-04-2024,2024,4,2,Dharmajan Kakar,West,Pune,Kitchen,Refrigerator,Refrigerator Veritatis,1,9281,9281,5%,464.05,UPI
11686,03-04-2024,2024,4,3,Prerak Arora,East,Bhubaneswar,Furniture,Sofa,Sofa Repellendus,3,8646,25938,15%,3890.7,Debit Card
13258,03-04-2024,2024,4,3,Kavya Luthra,South,Thiruvananthapuram,Toys,Doll,Doll Nemo,3,8128,24384,15%,3657.6,UPI
13433,03-04-2024,2024,4,3,Advika Hora,East,Kolkata,Home Decor,Lamp,Lamp Perspiciatis,5,8252,41260,20%,8252,Credit Card
14057,03-04-2024,2024,4,3,Trisha Bansal,South,Thiruvananthapuram,Toys,RC Car,RC Car Provident,4,9391,37564,20%,7512.8,Debit Card
14767,03-04-2024,2024,4,3,Anya Ranganathan,North,Jaipur,Home Decor,Lamp,Lamp Vitae,5,7303,36515,20%,7303,Credit Card
10484,04-04-2024,2024,4,4,Lagan Thakur,West,Surat,Furniture,Bed,Bed Iure,4,8403,33612,20%,6722.4,Net Banking
10947,04-04-2024,2024,4,4,Dhanuk Chawla,West,Mumbai,Toys,Puzzle,Puzzle Ex,1,9188,9188,5%,459.4,Credit Card
12165,04-04-2024,2024,4,4,Neelofar Ray,East,Kolkata,Furniture,Table,Table Veritatis,4,3680,14720,10%,1472,UPI
12365,04-04-2024,2024,4,4,Vedika Dugal,North,Jaipur,Toys,Puzzle,Puzzle Corrupti,5,8563,42815,20%,8563,Net Banking
12420,04-04-2024,2024,4,4,Renee Borah,North,Chandigarh,Beauty,Perfume,Perfume Neque,5,7622,38110,20%,7622,Net Banking
14481,04-04-2024,2024,4,4,Mehul Roy,South,Chennai,Beauty,Foundation,Foundation Aut,1,7349,7349,5%,367.45,UPI
14622,04-04-2024,2024,4,4,Nayantara Mammen,North,Amritsar,Furniture,Chair,Chair Excepturi,2,9503,19006,10%,1900.6,COD
14872,04-04-2024,2024,4,4,Ira Mane,South,Bangalore,Toys,Puzzle,Puzzle Sint,1,9234,9234,5%,461.7,Credit Card
11888,05-04-2024,2024,4,5,Pari Kalita,East,Guwahati,Sports,Football,Football Molestiae,3,9993,29979,15%,4496.85,UPI
12059,05-04-2024,2024,4,5,Zeeshan Roy,West,Goa,Furniture,Sofa,Sofa Nobis,4,8440,33760,20%,6752,COD
12413,05-04-2024,2024,4,5,Piya Saxena,West,Surat,Toys,Board Game,Board Game Natus,3,9910,29730,15%,4459.5,COD
12794,05-04-2024,2024,4,5,Shayak Saxena,South,Bangalore,Clothing,Women's Wear,Women's Wear Eaque,3,6812,20436,15%,3065.4,UPI
12836,05-04-2024,2024,4,5,Kimaya Tara,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Dolore,3,8514,25542,15%,3831.3,UPI
13980,05-04-2024,2024,4,5,Abram Lata,North,Delhi,Groceries,Wheat,Wheat Aspernatur,2,7885,15770,10%,1577,Debit Card
14026,05-04-2024,2024,4,5,Vardaniya Kale,East,Patna,Beauty,Lipstick,Lipstick Beatae,1,8331,8331,5%,416.55,UPI
14247,05-04-2024,2024,4,5,Yakshit Biswas,North,Jaipur,Books,Non-Fiction,Non-Fiction Numquam,3,9633,28899,15%,4334.85,Credit Card
10793,06-04-2024,2024,4,6,Lagan Sood,West,Ahmedabad,Groceries,Oil,Oil Autem,1,9585,9585,5%,479.25,UPI
13093,06-04-2024,2024,4,6,Advik Contractor,West,Pune,Books,Non-Fiction,Non-Fiction Veniam,1,5497,5497,5%,274.85,UPI
13265,06-04-2024,2024,4,6,Nirvi Kadakia,South,Coimbatore,Home Decor,Vase,Vase Iusto,2,3573,7146,5%,357.3,UPI
13515,06-04-2024,2024,4,6,Stuvan Sathe,West,Pune,Beauty,Lipstick,Lipstick Repellat,4,7475,29900,15%,4485,UPI
14326,06-04-2024,2024,4,6,Zaina Sengupta,West,Mumbai,Clothing,Kids Wear,Kids Wear Tempore,3,8405,25215,15%,3782.25,Credit Card
14454,06-04-2024,2024,4,6,Zaina Bora,East,Guwahati,Groceries,Oil,Oil Delectus,3,7246,21738,15%,3260.7,Debit Card
10157,07-04-2024,2024,4,7,Vardaniya Ramaswamy,East,Patna,Toys,Action Figure,Action Figure Enim,1,9847,9847,5%,492.35,Debit Card
10168,07-04-2024,2024,4,7,Kiara Saha,West,Goa,Sports,Dumbbells,Dumbbells Voluptatem,2,7870,15740,10%,1574,Credit Card
10540,07-04-2024,2024,4,7,Pari Agate,South,Chennai,Kitchen,Juicer,Juicer Excepturi,3,7040,21120,15%,3168,Debit Card
12325,07-04-2024,2024,4,7,Dhanuk Aggarwal,South,Chennai,Sports,Yoga Mat,Yoga Mat Ex,5,7717,38585,20%,7717,UPI
12593,07-04-2024,2024,4,7,Rhea Salvi,West,Mumbai,Toys,Board Game,Board Game Laboriosam,3,426,1278,5%,63.9,Debit Card
12904,07-04-2024,2024,4,7,Umang Goswami,East,Bhubaneswar,Furniture,Bed,Bed Ipsam,1,9927,9927,5%,496.35,Debit Card
13392,07-04-2024,2024,4,7,Jayant Bose,East,Patna,Sports,Tennis Racket,Tennis Racket Laboriosam,5,8555,42775,20%,8555,Credit Card
13947,07-04-2024,2024,4,7,Mehul Toor,East,Patna,Home Decor,Clock,Clock Minima,1,8474,8474,5%,423.7,Net Banking
10370,08-04-2024,2024,4,8,Tara Hari,West,Surat,Sports,Dumbbells,Dumbbells Voluptatibus,5,9896,49480,20%,9896,COD
11250,08-04-2024,2024,4,8,Krish Gulati,West,Goa,Beauty,Foundation,Foundation Velit,4,9112,36448,20%,7289.6,Credit Card
